date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,lag_1h,lag_2h,lag_3h,lag_6h,lag_12h,lag_24h,lag_168h,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,rolling_mean_7d,temp_diff,humidity_diff
2016-01-18 17:00:00,35.0,0.0,19.172222222222217,41.17555555555557,17.962222222222234,41.53,19.5,40.693888888888885,18.616666666666667,38.08472222222222,17.401111111111117,54.82077777777778,-1.4488888888888898,90.02805555555555,18.774555555555548,34.3834126984127,19.424833333333336,41.78816666666667,17.072222222222234,37.27333333333333,-1.5333333333333332,756.6,84.08333333333333,2.4166666666666665,26.916666666666668,-3.9583333333333335,17,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,46.666666666666664,33.333333333333336,41.666666666666664,45.0,33.333333333333336,455.0,55.0,41.11111111111111,4.674596437324878,79.30555555555556,113.89880952380952,20.70555555555555,-42.90777777777776
2016-01-18 18:00:00,300.0,8.333333333333334,19.1,41.075555555555546,17.812222222222214,41.527777777777764,19.357222222222234,40.32444444444445,18.457222222222217,38.15722222222222,17.348333333333333,54.53013888888888,-2.148333333333333,90.3687037037037,18.650000000000002,34.54666666666667,19.445055555555566,42.151972222222234,17.0,37.18569444444445,-2.2083333333333335,756.6,85.33333333333333,3.0,24.0,-4.358333333333333,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,35.0,46.666666666666664,33.333333333333336,40.0,55.0,268.3333333333333,176.66666666666666,39.44444444444445,4.791968589521565,61.80555555555555,113.7797619047619,21.308333333333334,-44.25777777777778
2016-01-18 19:00:00,195.0,8.333333333333334,19.57444444444445,42.05777777777778,18.263749999999998,42.20388888888888,19.488888888888884,40.26555555555555,18.31777777777778,38.39333333333334,17.41391608391608,57.86540792540793,-2.7390740740740718,90.02564814814814,18.518333333333334,34.834027777777784,19.974520202020198,43.37515467171716,16.91444444444443,37.404444444444444,-2.5,756.725,80.91666666666667,3.0,25.25,-5.333333333333333,19,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,300.0,35.0,46.666666666666664,40.0,55.0,101.66666666666667,173.33333333333334,82.77777777777779,106.52421042846275,63.125,114.51388888888889,22.07444444444445,-38.85888888888889
2016-01-18 20:00:00,558.3333333333334,10.0,20.258611111111097,41.40708333333333,19.100555555555566,42.037777777777784,20.196666666666683,43.094444444444456,18.611666666666668,38.59097222222221,18.65805555555555,81.30254629629631,-3.0766666666666667,89.67509259259259,18.319523809523815,33.47457671957673,20.168571428571415,43.17440476190476,17.010000000000016,39.33,-2.7083333333333335,756.8583333333332,80.08333333333333,2.5833333333333335,25.75,-5.675,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,195.0,300.0,35.0,41.666666666666664,35.0,110.0,125.0,108.61111111111113,112.69140096676348,67.01388888888889,114.64285714285714,22.96694444444443,-38.676249999999996
2016-01-18 21:00:00,345.0,11.666666666666666,20.642222222222234,40.16444444444445,19.583787878787884,40.143585858585844,21.028888888888883,45.406666666666666,21.14000000000002,37.362222222222215,18.175202020202033,82.30168939393941,-3.7387962962962966,86.93268518518518,18.124074074074066,31.700291005290982,20.312222222222214,42.215277777777764,16.84555555555555,37.391666666666666,-3.4166666666666665,756.7166666666667,84.25,2.0,22.333333333333332,-5.75,21,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,558.3333333333334,195.0,300.0,33.333333333333336,45.0,130.0,103.33333333333333,194.72222222222226,208.21841274826642,85.69444444444444,117.22222222222221,24.0588888888889,-44.08555555555555
2016-01-18 22:00:00,56.666666666666664,13.333333333333334,20.73,38.4388888888889,19.7,38.479166666666664,20.589166666666667,41.8011111111111,21.040000000000017,36.78444444444443,17.805833333333336,70.88261111111112,-4.747777777777778,83.58509259259257,18.0,31.656666666666666,20.23,42.24744444444445,16.992777777777786,39.17666666666667,-4.375,756.6,86.83333333333333,1.5833333333333333,38.33333333333333,-6.308333333333334,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,345.0,558.3333333333334,195.0,46.666666666666664,31.666666666666668,55.0,266.6666666666667,246.66666666666666,198.55589753126065,94.65277777777777,118.66071428571429,25.105,-48.39444444444443
2016-01-18 23:00:00,45.0,13.333333333333334,20.566666666666666,38.81666666666665,19.44305555555555,39.058472222222235,20.207222222222214,40.812777777777804,20.51333333333335,37.78555555555555,17.638888888888882,66.41659226190474,-5.551388888888888,82.97370370370372,18.0,33.10942265795207,20.158333333333335,43.533888888888875,16.932777777777783,39.17611111111112,-4.733333333333333,756.6,87.58333333333333,1.0,64.41666666666667,-6.4750000000000005,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,56.666666666666664,345.0,558.3333333333334,35.0,45.0,63.333333333333336,56.666666666666664,248.33333333333334,196.57342422390457,94.72222222222223,117.41071428571429,25.3,-48.76666666666668
2016-01-19 00:00:00,46.666666666666664,3.3333333333333335,20.30388888888888,39.31388888888888,19.029999999999998,39.29444444444443,19.881666666666664,40.218333333333334,20.12333333333333,38.45666666666667,17.504629629629633,64.57037566137566,-5.927685185185186,83.55768518518518,17.9437870115995,33.60065196377697,20.08666666666667,44.4172800925926,16.85944444444445,39.14138888888888,-4.541666666666667,756.6,88.66666666666667,1.0,65.0,-6.133333333333333,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,45.0,56.666666666666664,345.0,300.0,40.0,45.0,141.66666666666666,250.0,194.43365049405537,93.95833333333333,117.34126984126983,24.84555555555555,-49.35277777777779
2016-01-19 01:00:00,45.0,0.0,20.037222222222216,39.25333333333334,18.632222222222232,39.06,19.780833333333334,40.27583333333333,19.585555555555548,38.45555555555555,17.389907407407417,63.21685185185185,-5.524907407407407,85.56611111111108,17.88175925925925,33.762685185185184,19.89824074074075,44.766481481481485,16.84555555555555,39.69777777777778,-4.4750000000000005,756.4333333333334,89.75,1.0,46.25,-5.941666666666666,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,46.666666666666664,45.0,56.666666666666664,195.0,40.0,43.333333333333336,168.33333333333334,207.7777777777778,208.40843090929434,94.02777777777777,116.77579365079366,24.512222222222217,-50.49666666666666
2016-01-19 02:00:00,33.333333333333336,0.0,19.756111111111114,39.10333333333333,18.337222222222213,39.12402777777779,19.823333333333334,40.45444444444445,19.180555555555546,38.427777777777784,17.292962962962964,62.23416666666665,-5.351851851851851,85.68046296296295,17.794629629629632,33.84907407407407,19.739166666666666,45.35009259259258,16.823333333333334,40.16111111111112,-4.383333333333334,756.3249999999999,89.25,1.0,38.33333333333333,-5.916666666666667,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,45.0,46.666666666666664,45.0,558.3333333333334,41.666666666666664,43.333333333333336,45.0,182.7777777777778,218.9765757809286,94.09722222222223,116.04166666666667,24.139444444444447,-50.14666666666667
